source_record_id,listing_type,title,city,district,community,address,total_price,unit_price,monthly_rent,area,bedroom_count,living_room_count,layout,orientation,floor_description,floor_level,total_floors,decoration,surrounding_description,listing_date,data_source
SYN-SALE-000262,SALE,北京市东城区3室2厅东北向豪装房,北京市,东城区,沿海赛洛城,建设路140号,2042.22,155704.25,,131.16,3,2,3室2厅,NORTHEAST,中楼层/共9层,MIDDLE,9,LUXURY,小区绿化好，安静宜居,2026-03-05,SYNTHETIC_CSV_V1
SYN-SALE-000263,SALE,北京市朝阳区3室1厅南向简装房,北京市,朝阳区,融科橄榄城,解放路141号,739.56,62257.96,,118.79,3,1,3室1厅,SOUTH,高楼层/共44层,HIGH,44,SIMPLE,地铁口步行可达，交通便捷,2024-03-07,SYNTHETIC_CSV_V1
SYN-SALE-000264,SALE,北京市东城区2室1厅东南向精装房,北京市,东城区,金地格林小镇,朝阳街163号,669.39,87524.36,,76.48,2,1,2室1厅,SOUTHEAST,高楼层/共33层,HIGH,33,REFINED,社区环境安静，附近有公园,2025-04-24,SYNTHETIC_CSV_V1
SYN-SALE-000265,SALE,北京市石景山区5室3厅南向精装房,北京市,石景山区,万年生态城,滨河路49号,1644.77,76256.32,,215.69,5,3,5室3厅,SOUTH,中楼层/共32层,MIDDLE,32,REFINED,公交线路较多，生活配套完善,2024-04-07,SYNTHETIC_CSV_V1
SYN-SALE-000266,SALE,北京市海淀区1室1厅南向毛坯房,北京市,海淀区,富力又一城,学府路34号,216.19,83053.42,,26.03,1,1,1室1厅,SOUTH,中楼层/共28层,MIDDLE,28,ROUGH,近地铁，周边有商场和学校,2026-04-30,SYNTHETIC_CSV_V1
SYN-SALE-000267,SALE,北京市昌平区3室2厅多面采光精装房,北京市,昌平区,世纪城,花园路158号,967.29,69900.96,,138.38,3,2,3室2厅,MULTIPLE,低楼层/共43层,LOW,43,REFINED,近地铁，周边有商场和学校,2024-07-31,SYNTHETIC_CSV_V1
SYN-SALE-000268,SALE,北京市丰台区3室2厅东南向精装房,北京市,丰台区,首城国际,新城路200号,610.95,48167.0,,126.84,3,2,3室2厅,SOUTHEAST,中楼层/共27层,MIDDLE,27,REFINED,小区绿化好，安静宜居,2024-02-19,SYNTHETIC_CSV_V1
SYN-SALE-000269,SALE,北京市昌平区3室2厅东北向豪装房,北京市,昌平区,首城国际,建设路19号,708.83,90969.06,,77.92,3,2,3室2厅,NORTHEAST,高楼层/共35层,HIGH,35,LUXURY,靠近产业园，通勤方便,2026-08-04,SYNTHETIC_CSV_V1
SYN-SALE-000270,SALE,北京市海淀区3室1厅南向豪装房,北京市,海淀区,万年花城,和平路65号,863.57,62910.04,,137.27,3,1,3室1厅,SOUTH,中楼层/共28层,MIDDLE,28,LUXURY,靠近产业园，通勤方便,2025-01-09,SYNTHETIC_CSV_V1
SYN-SALE-000271,SALE,北京市昌平区3室1厅多面采光精装房,北京市,昌平区,世纪城,新城路8号,1032.58,69249.75,,149.11,3,1,3室1厅,MULTIPLE,中楼层/共14层,MIDDLE,14,REFINED,近地铁，周边有商场和学校,2024-11-05,SYNTHETIC_CSV_V1
SYN-SALE-000272,SALE,北京市顺义区4室3厅东南向简装房,北京市,顺义区,回龙观新村,友谊路21号,1141.55,62027.34,,184.04,4,3,4室3厅,SOUTHEAST,中楼层/共29层,MIDDLE,29,SIMPLE,公交线路较多，生活配套完善,2024-06-04,SYNTHETIC_CSV_V1
SYN-SALE-000273,SALE,北京市昌平区4室3厅多面采光毛坯房,北京市,昌平区,新龙城,解放路196号,1051.74,64966.26,,161.89,4,3,4室3厅,MULTIPLE,高楼层/共23层,HIGH,23,ROUGH,社区环境安静，附近有公园,2026-01-20,SYNTHETIC_CSV_V1
SYN-SALE-000274,SALE,北京市通州区3室2厅东向简装房,北京市,通州区,金隅学府,,881.79,68313.6,,129.08,3,2,3室2厅,EAST,低楼层/共24层,LOW,24,SIMPLE,临近商圈，购物便利,2024-08-31,SYNTHETIC_CSV_V1
SYN-SALE-000275,SALE,北京市海淀区3室2厅南向简装房,北京市,海淀区,万科星园,科技大道113号,658.64,72865.99,,90.39,3,2,3室2厅,SOUTH,高楼层/共32层,HIGH,32,SIMPLE,小区绿化好，安静宜居,2025-11-06,SYNTHETIC_CSV_V1
SYN-SALE-000276,SALE,北京市大兴区4室3厅东北向毛坯房,北京市,大兴区,远洋一方,科技大道164号,940.44,54404.78,,172.86,4,3,4室3厅,NORTHEAST,,UNKNOWN,7,ROUGH,社区环境安静，附近有公园,2024-08-27,SYNTHETIC_CSV_V1
SYN-SALE-000277,SALE,北京市西城区3室2厅南向其他装修房,北京市,西城区,京贸国际城,,1701.69,139413.97,,122.06,3,2,3室2厅,SOUTH,中楼层/共9层,MIDDLE,9,OTHER,临近商圈，购物便利,2026-07-09,SYNTHETIC_CSV_V1
SYN-SALE-000278,SALE,北京市石景山区5室2厅南向精装房,北京市,石景山区,金隅学府,新城路85号,1017.89,41816.07,,243.42,5,2,5室2厅,SOUTH,中楼层/共16层,MIDDLE,16,REFINED,社区环境安静，附近有公园,2024-09-23,SYNTHETIC_CSV_V1
SYN-SALE-000279,SALE,北京市顺义区2室2厅东南向其他装修房,北京市,顺义区,曙光花园,锦绣路51号,416.62,56110.83,,74.25,2,2,2室2厅,SOUTHEAST,中楼层/共31层,MIDDLE,31,OTHER,社区环境安静，附近有公园,2024-08-13,SYNTHETIC_CSV_V1
SYN-SALE-000280,SALE,北京市昌平区3室2厅东南向简装房,北京市,昌平区,中粮祥云小镇,中山路136号,978.45,76873.69,,127.28,3,2,3室2厅,SOUTHEAST,中楼层/共16层,MIDDLE,16,SIMPLE,周边教育资源丰富,2024-11-26,SYNTHETIC_CSV_V1
SYN-SALE-000281,SALE,北京市昌平区4室3厅朝向未知精装房,北京市,昌平区,矩阵小区,工业大道107号,835.69,45383.66,,184.14,4,3,4室3厅,UNKNOWN,,UNKNOWN,35,REFINED,靠近医院，生活便利,2024-07-19,SYNTHETIC_CSV_V1
SYN-SALE-000282,SALE,北京市顺义区3室2厅多面采光精装房,北京市,顺义区,华润橡树湾,科苑路34号,501.39,48674.35,,103.01,3,2,3室2厅,MULTIPLE,低楼层/共8层,LOW,8,REFINED,公交线路较多，生活配套完善,2024-12-19,SYNTHETIC_CSV_V1
SYN-SALE-000283,SALE,北京市西城区3室2厅南向精装房,北京市,西城区,融科橄榄城,科技大道143号,886.62,81610.89,,108.64,3,2,3室2厅,SOUTH,中楼层/共37层,MIDDLE,37,REFINED,近地铁，周边有商场和学校,2024-07-27,SYNTHETIC_CSV_V1
SYN-SALE-000284,SALE,北京市顺义区3室1厅南向简装房,北京市,顺义区,金隅学府,花园路57号,410.06,36832.55,,111.33,3,1,3室1厅,SOUTH,高楼层/共41层,HIGH,41,SIMPLE,地铁口步行可达，交通便捷,2025-10-26,SYNTHETIC_CSV_V1
SYN-SALE-000285,SALE,北京市朝阳区4室3厅东向精装房,北京市,朝阳区,首开常青藤,人民路152号,1102.52,70019.08,,157.46,4,3,4室3厅,EAST,中楼层/共36层,MIDDLE,36,REFINED,公交线路较多，生活配套完善,2026-02-28,SYNTHETIC_CSV_V1
SYN-SALE-000286,SALE,北京市海淀区2室2厅多面采光简装房,北京市,海淀区,融科橄榄城,花园路129号,942.13,99717.04,,94.48,2,2,2室2厅,MULTIPLE,低楼层/共36层,LOW,36,SIMPLE,靠近医院，生活便利,2025-09-27,SYNTHETIC_CSV_V1
SYN-SALE-000287,SALE,北京市朝阳区2室2厅多面采光精装房,北京市,朝阳区,北京华侨城,滨河路125号,531.84,63201.2,,84.15,2,2,2室2厅,MULTIPLE,高楼层/共40层,HIGH,40,REFINED,公交线路较多，生活配套完善,2024-10-24,SYNTHETIC_CSV_V1
SYN-SALE-000288,SALE,北京市东城区1室1厅东向简装房,北京市,东城区,天通苑北苑,学府路69号,596.48,130178.32,,45.82,1,1,1室1厅,EAST,低楼层/共33层,LOW,33,SIMPLE,靠近产业园，通勤方便,2025-12-25,SYNTHETIC_CSV_V1
SYN-SALE-000289,SALE,北京市大兴区2室2厅南向简装房,北京市,大兴区,西山壹号院,中山路43号,482.65,49044.93,,98.41,2,2,2室2厅,SOUTH,低楼层/共22层,LOW,22,SIMPLE,公交线路较多，生活配套完善,2024-01-01,SYNTHETIC_CSV_V1
SYN-SALE-000290,SALE,北京市大兴区4室3厅东向其他装修房,北京市,大兴区,融科橄榄城,科苑路99号,675.28,45971.74,,146.89,4,3,4室3厅,EAST,高楼层/共21层,HIGH,21,OTHER,地铁口步行可达，交通便捷,2024-02-21,SYNTHETIC_CSV_V1
SYN-SALE-000291,SALE,北京市东城区2室2厅西南向简装房,北京市,东城区,新龙城,朝阳街20号,707.29,107556.38,,65.76,2,2,2室2厅,SOUTHWEST,低楼层/共43层,LOW,43,SIMPLE,公交线路较多，生活配套完善,2025-04-30,SYNTHETIC_CSV_V1
SYN-SALE-000292,SALE,北京市朝阳区3室1厅西南向简装房,北京市,朝阳区,国风美唐,友谊路125号,1117.92,119257.37,,93.74,3,1,3室1厅,SOUTHWEST,高楼层/共15层,HIGH,15,SIMPLE,公交线路较多，生活配套完善,2024-12-27,SYNTHETIC_CSV_V1
SYN-SALE-000293,SALE,北京市西城区3室2厅南向简装房,北京市,西城区,天通苑北苑,花园路54号,1313.53,135039.54,,97.27,3,2,3室2厅,SOUTH,高楼层/共8层,HIGH,8,SIMPLE,地铁口步行可达，交通便捷,2025-09-30,SYNTHETIC_CSV_V1
SYN-SALE-000294,SALE,北京市东城区3室2厅东南向毛坯房,北京市,东城区,万年花城,朝阳街118号,1312.39,101444.42,,129.37,3,2,3室2厅,SOUTHEAST,高楼层/共42层,HIGH,42,ROUGH,靠近产业园，通勤方便,2024-07-16,SYNTHETIC_CSV_V1
SYN-SALE-000295,SALE,北京市昌平区2室2厅南向简装房,北京市,昌平区,北苑家园,科苑路36号,352.23,46097.14,,76.41,2,2,2室2厅,SOUTH,中楼层/共11层,MIDDLE,11,SIMPLE,公交线路较多，生活配套完善,2025-05-21,SYNTHETIC_CSV_V1
SYN-SALE-000296,SALE,北京市西城区3室2厅南向精装房,北京市,西城区,中粮祥云小镇,中山路110号,1156.67,131679.68,,87.84,3,2,3室2厅,SOUTH,中楼层/共42层,MIDDLE,42,REFINED,社区环境安静，附近有公园,2025-07-10,SYNTHETIC_CSV_V1
SYN-SALE-000297,SALE,北京市大兴区2室2厅西南向其他装修房,北京市,大兴区,曙光花园,朝阳街189号,494.41,68860.02,,71.80,2,2,2室2厅,SOUTHWEST,中楼层/共19层,MIDDLE,19,OTHER,公园环绕，环境优美,2024-10-19,SYNTHETIC_CSV_V1
SYN-SALE-000298,SALE,北京市海淀区3室2厅南向简装房,北京市,海淀区,世纪风景,中山路18号,889.09,81269.27,,109.40,3,2,3室2厅,SOUTH,中楼层/共25层,MIDDLE,25,SIMPLE,小区绿化好，安静宜居,2024-12-10,SYNTHETIC_CSV_V1
SYN-SALE-000299,SALE,北京市石景山区2室2厅西南向简装房,北京市,石景山区,矩阵小区,建设路110号,693.88,77373.09,,89.68,2,2,2室2厅,SOUTHWEST,低楼层/共43层,LOW,43,SIMPLE,靠近医院，生活便利,2025-08-13,SYNTHETIC_CSV_V1
SYN-SALE-000300,SALE,北京市通州区4室3厅南向精装房,北京市,通州区,首开常青藤,学府路80号,853.45,48453.08,,176.14,4,3,4室3厅,SOUTH,中楼层/共45层,MIDDLE,45,REFINED,社区环境安静，附近有公园,2025-10-11,SYNTHETIC_CSV_V1
SYN-SALE-000301,SALE,北京市朝阳区1室1厅东北向简装房,北京市,朝阳区,北苑家园,长安街128号,446.04,96462.34,,46.24,1,1,1室1厅,NORTHEAST,中楼层/共32层,MIDDLE,32,SIMPLE,地铁口步行可达，交通便捷,2025-11-14,SYNTHETIC_CSV_V1
SYN-SALE-000302,SALE,北京市丰台区2室1厅东南向毛坯房,北京市,丰台区,北京华侨城,科苑路166号,467.55,73537.97,,63.58,2,1,2室1厅,SOUTHEAST,低楼层/共20层,LOW,20,ROUGH,公交线路较多，生活配套完善,2024-07-04,SYNTHETIC_CSV_V1
SYN-SALE-000303,SALE,北京市顺义区2室2厅多面采光精装房,北京市,顺义区,矩阵小区,工业大道188号,731.82,73424.46,,99.67,2,2,2室2厅,MULTIPLE,低楼层/共12层,LOW,12,REFINED,公交线路较多，生活配套完善,2025-10-07,SYNTHETIC_CSV_V1
SYN-SALE-000304,SALE,北京市朝阳区2室1厅东北向简装房,北京市,朝阳区,望京新城,友谊路108号,867.3,93338.85,,92.92,2,1,2室1厅,NORTHEAST,中楼层/共31层,MIDDLE,31,SIMPLE,靠近产业园，通勤方便,2024-10-18,SYNTHETIC_CSV_V1
SYN-SALE-000305,SALE,北京市海淀区2室2厅东北向其他装修房,北京市,海淀区,首城国际,新城路126号,462.92,46491.49,,99.57,2,2,2室2厅,NORTHEAST,中楼层/共13层,MIDDLE,13,OTHER,地铁口步行可达，交通便捷,2025-10-19,SYNTHETIC_CSV_V1
SYN-SALE-000306,SALE,北京市东城区4室3厅南向其他装修房,北京市,东城区,北苑家园,文化路110号,1044.17,52698.77,,198.14,4,3,4室3厅,SOUTH,中楼层/共27层,MIDDLE,27,OTHER,靠近医院，生活便利,2026-03-12,SYNTHETIC_CSV_V1
SYN-SALE-000307,SALE,北京市朝阳区2室2厅南向毛坯房,北京市,朝阳区,矩阵小区,解放路96号,573.6,76715.66,,74.77,2,2,2室2厅,SOUTH,中楼层/共14层,MIDDLE,14,ROUGH,公交线路较多，生活配套完善,2024-11-06,SYNTHETIC_CSV_V1
SYN-SALE-000308,SALE,北京市海淀区1室1厅东南向简装房,北京市,海淀区,远洋一方,科苑路185号,372.8,117011.74,,31.86,1,1,1室1厅,SOUTHEAST,高楼层/共24层,HIGH,24,SIMPLE,公园环绕，环境优美,2024-10-13,SYNTHETIC_CSV_V1
SYN-SALE-000309,SALE,北京市昌平区4室2厅东向简装房,北京市,昌平区,金地格林小镇,科技大道2号,674.28,48534.01,,138.93,4,2,4室2厅,EAST,中楼层/共15层,MIDDLE,15,SIMPLE,临近商圈，购物便利,2025-10-02,SYNTHETIC_CSV_V1
SYN-SALE-000310,SALE,北京市顺义区2室2厅北向精装房,北京市,顺义区,龙湖滟澜山,和平路10号,532.73,54018.68,,98.62,2,2,2室2厅,NORTH,中楼层/共29层,MIDDLE,29,REFINED,社区环境安静，附近有公园,2025-12-19,SYNTHETIC_CSV_V1
SYN-SALE-000311,SALE,北京市朝阳区1室1厅南向精装房,北京市,朝阳区,珠江罗马嘉园,和平路161号,353.18,64250.04,,54.97,1,1,1室1厅,SOUTH,低楼层/共12层,LOW,12,REFINED,地铁口步行可达，交通便捷,2026-08-14,SYNTHETIC_CSV_V1
SYN-SALE-000312,SALE,北京市大兴区3室2厅南向毛坯房,北京市,大兴区,万科星园,新城路156号,341.87,43428.31,,78.72,3,2,3室2厅,SOUTH,中楼层/共9层,MIDDLE,9,ROUGH,社区环境安静，附近有公园,2025-04-02,SYNTHETIC_CSV_V1
SYN-SALE-000313,SALE,北京市通州区1室1厅西南向简装房,北京市,通州区,曙光花园,学府路197号,253.32,67175.01,,37.71,1,1,1室1厅,SOUTHWEST,中楼层/共28层,MIDDLE,28,SIMPLE,周边教育资源丰富,2024-07-03,SYNTHETIC_CSV_V1
SYN-SALE-000314,SALE,北京市西城区2室2厅东南向毛坯房,北京市,西城区,万年花城,文化路197号,497.02,90154.39,,55.13,2,2,2室2厅,SOUTHEAST,高楼层/共41层,HIGH,41,ROUGH,周边教育资源丰富,2025-07-14,SYNTHETIC_CSV_V1
SYN-SALE-000315,SALE,北京市东城区5室3厅东向精装房,北京市,东城区,云栖花园,文化路146号,1773.72,96256.64,,184.27,5,3,5室3厅,EAST,低楼层/共39层,LOW,39,REFINED,小区绿化好，安静宜居,2025-03-12,SYNTHETIC_CSV_V1
SYN-SALE-000316,SALE,北京市通州区3室2厅西南向简装房,北京市,通州区,中粮祥云小镇,长安街191号,754.9,59989.27,,125.84,3,2,3室2厅,SOUTHWEST,,UNKNOWN,15,SIMPLE,小区绿化好，安静宜居,2024-11-01,SYNTHETIC_CSV_V1
SYN-SALE-000317,SALE,北京市丰台区1室1厅东向精装房,北京市,丰台区,首城国际,开发区大道68号,325.89,71766.94,,45.41,1,1,1室1厅,EAST,中楼层/共17层,MIDDLE,17,REFINED,小区绿化好，安静宜居,2024-12-10,SYNTHETIC_CSV_V1
SYN-SALE-000318,SALE,北京市朝阳区3室2厅西向精装房,北京市,朝阳区,远洋一方,工业大道191号,1239.62,86348.64,,143.56,3,2,3室2厅,WEST,中楼层/共6层,MIDDLE,6,REFINED,周边教育资源丰富,2026-03-29,SYNTHETIC_CSV_V1
SYN-SALE-000319,SALE,北京市丰台区3室2厅南向毛坯房,北京市,丰台区,华业东方玫瑰,科技大道75号,288.99,34054.55,,84.86,3,2,3室2厅,SOUTH,高楼层/共11层,HIGH,11,ROUGH,公交线路较多，生活配套完善,2025-07-21,SYNTHETIC_CSV_V1
SYN-SALE-000320,SALE,北京市通州区3室2厅北向精装房,北京市,通州区,中粮祥云小镇,,870.57,79964.05,,108.87,3,2,3室2厅,NORTH,低楼层/共39层,LOW,39,REFINED,社区环境安静，附近有公园,2026-02-23,SYNTHETIC_CSV_V1
SYN-SALE-000321,SALE,北京市通州区2室2厅南向精装房,北京市,通州区,金地格林小镇,,375.28,61500.59,,61.02,2,2,2室2厅,SOUTH,中楼层/共37层,MIDDLE,37,REFINED,地铁口步行可达，交通便捷,2024-03-06,SYNTHETIC_CSV_V1
SYN-SALE-000322,SALE,北京市东城区2室2厅多面采光精装房,北京市,东城区,首开常青藤,和平路193号,641.27,73473.16,,87.28,2,2,2室2厅,MULTIPLE,高楼层/共27层,HIGH,27,REFINED,靠近医院，生活便利,2025-11-20,SYNTHETIC_CSV_V1
SYN-SALE-000323,SALE,北京市朝阳区4室2厅多面采光简装房,北京市,朝阳区,北苑家园,新城路197号,511.82,43046.04,,118.90,4,2,4室2厅,MULTIPLE,低楼层/共18层,LOW,18,SIMPLE,小区绿化好，安静宜居,2026-05-08,SYNTHETIC_CSV_V1
SYN-SALE-000324,SALE,北京市西城区2室2厅东向简装房,北京市,西城区,世纪城,环城路23号,810.64,92719.19,,87.43,2,2,2室2厅,EAST,中楼层/共35层,MIDDLE,35,SIMPLE,靠近医院，生活便利,2026-08-21,SYNTHETIC_CSV_V1
SYN-SALE-000325,SALE,北京市顺义区4室3厅朝向未知其他装修房,北京市,顺义区,新龙城,和平路20号,657.27,34464.26,,190.71,4,3,4室3厅,UNKNOWN,,UNKNOWN,13,OTHER,靠近医院，生活便利,2025-07-20,SYNTHETIC_CSV_V1
SYN-SALE-000326,SALE,北京市大兴区3室2厅北向简装房,北京市,大兴区,曙光花园,解放路118号,537.78,54982.3,,97.81,3,2,3室2厅,NORTH,中楼层/共41层,MIDDLE,41,SIMPLE,临近商圈，购物便利,2025-10-08,SYNTHETIC_CSV_V1
SYN-SALE-000327,SALE,北京市昌平区4室3厅东南向豪装房,北京市,昌平区,富力又一城,长安街13号,947.55,82675.99,,114.61,4,3,4室3厅,SOUTHEAST,高楼层/共36层,HIGH,36,LUXURY,靠近产业园，通勤方便,2025-04-28,SYNTHETIC_CSV_V1
SYN-SALE-000328,SALE,北京市东城区3室2厅北向其他装修房,北京市,东城区,华润橡树湾,文化路104号,1133.91,82006.86,,138.27,3,2,3室2厅,NORTH,中楼层/共29层,MIDDLE,29,OTHER,近地铁，周边有商场和学校,2025-06-23,SYNTHETIC_CSV_V1
SYN-SALE-000329,SALE,北京市西城区2室2厅西向简装房,北京市,西城区,首城国际,开发区大道30号,498.23,90225.97,,55.22,2,2,2室2厅,WEST,中楼层/共43层,MIDDLE,43,SIMPLE,靠近医院，生活便利,2025-07-24,SYNTHETIC_CSV_V1
SYN-SALE-000330,SALE,北京市顺义区2室2厅东向毛坯房,北京市,顺义区,京贸国际城,开发区大道196号,338.0,34543.12,,97.85,2,2,2室2厅,EAST,中楼层/共45层,MIDDLE,45,ROUGH,临近商圈，购物便利,2024-02-25,SYNTHETIC_CSV_V1
SYN-SALE-000331,SALE,北京市丰台区3室2厅南向精装房,北京市,丰台区,首城国际,建设路186号,1136.63,77511.68,,146.64,3,2,3室2厅,SOUTH,,UNKNOWN,26,REFINED,小区绿化好，安静宜居,2024-01-22,SYNTHETIC_CSV_V1
SYN-SALE-000332,SALE,北京市昌平区4室2厅西南向豪装房,北京市,昌平区,矩阵小区,科苑路172号,1409.14,71573.7,,196.88,4,2,4室2厅,SOUTHWEST,高楼层/共36层,HIGH,36,LUXURY,社区环境安静，附近有公园,2024-07-24,SYNTHETIC_CSV_V1
SYN-SALE-000333,SALE,北京市石景山区2室2厅多面采光精装房,北京市,石景山区,北京华侨城,文化路63号,644.11,81822.72,,78.72,2,2,2室2厅,MULTIPLE,,UNKNOWN,26,REFINED,周边教育资源丰富,2025-06-26,SYNTHETIC_CSV_V1
SYN-SALE-000334,SALE,北京市东城区2室2厅多面采光精装房,北京市,东城区,沿海赛洛城,朝阳街123号,1107.78,155783.6,,71.11,2,2,2室2厅,MULTIPLE,中楼层/共31层,MIDDLE,31,REFINED,靠近产业园，通勤方便,2025-08-17,SYNTHETIC_CSV_V1
SYN-SALE-000335,SALE,北京市海淀区1室1厅朝向未知简装房,北京市,海淀区,新龙城,文化路38号,229.13,51745.22,,44.28,1,1,1室1厅,UNKNOWN,高楼层/共42层,HIGH,42,SIMPLE,周边教育资源丰富,2025-12-31,SYNTHETIC_CSV_V1
SYN-SALE-000336,SALE,北京市朝阳区2室2厅东向精装房,北京市,朝阳区,富力又一城,友谊路78号,380.14,65825.55,,57.75,2,2,2室2厅,EAST,中楼层/共26层,MIDDLE,26,REFINED,周边教育资源丰富,2026-06-22,SYNTHETIC_CSV_V1
SYN-SALE-000337,SALE,北京市石景山区4室3厅西北向简装房,北京市,石景山区,万科星园,解放路67号,1358.51,68635.69,,197.93,4,3,4室3厅,NORTHWEST,低楼层/共31层,LOW,31,SIMPLE,临近商圈，购物便利,2026-05-19,SYNTHETIC_CSV_V1
SYN-SALE-000338,SALE,北京市大兴区3室2厅多面采光精装房,北京市,大兴区,曙光花园,花园路121号,573.94,57325.12,,100.12,3,2,3室2厅,MULTIPLE,中楼层/共21层,MIDDLE,21,REFINED,临近商圈，购物便利,2024-01-21,SYNTHETIC_CSV_V1
SYN-SALE-000339,SALE,北京市西城区3室2厅东南向简装房,北京市,西城区,北苑家园,花园路60号,812.17,80405.31,,101.01,3,2,3室2厅,SOUTHEAST,中楼层/共30层,MIDDLE,30,SIMPLE,靠近医院，生活便利,2026-06-29,SYNTHETIC_CSV_V1
SYN-SALE-000340,SALE,北京市东城区4室2厅朝向未知简装房,北京市,东城区,当代MOMA,花园路39号,2300.38,120463.75,,190.96,4,2,4室2厅,UNKNOWN,中楼层/共11层,MIDDLE,11,SIMPLE,周边教育资源丰富,2024-01-22,SYNTHETIC_CSV_V1
SYN-SALE-000341,SALE,北京市东城区3室1厅南向简装房,北京市,东城区,华业东方玫瑰,创新路36号,1613.49,112642.34,,143.24,3,1,3室1厅,SOUTH,中楼层/共18层,MIDDLE,18,SIMPLE,小区绿化好，安静宜居,2025-12-12,SYNTHETIC_CSV_V1
SYN-SALE-000342,SALE,北京市石景山区3室1厅东北向精装房,北京市,石景山区,沿海赛洛城,开发区大道130号,1267.87,95071.15,,133.36,3,1,3室1厅,NORTHEAST,中楼层/共41层,MIDDLE,41,REFINED,周边教育资源丰富,2024-07-29,SYNTHETIC_CSV_V1
SYN-SALE-000343,SALE,北京市东城区4室3厅西北向豪装房,北京市,东城区,翠微嘉园,朝阳街160号,1387.72,120451.2,,115.21,4,3,4室3厅,NORTHWEST,中楼层/共8层,MIDDLE,8,LUXURY,小区绿化好，安静宜居,2026-06-26,SYNTHETIC_CSV_V1
SYN-SALE-000344,SALE,北京市海淀区4室2厅南向毛坯房,北京市,海淀区,北京华侨城,友谊路182号,766.14,59065.6,,129.71,4,2,4室2厅,SOUTH,中楼层/共43层,MIDDLE,43,ROUGH,公园环绕，环境优美,2024-09-20,SYNTHETIC_CSV_V1
SYN-SALE-000345,SALE,北京市西城区2室2厅南向简装房,北京市,西城区,万年花城,朝阳街178号,900.0,137133.09,,65.63,2,2,2室2厅,SOUTH,高楼层/共9层,HIGH,9,SIMPLE,公园环绕，环境优美,2025-12-11,SYNTHETIC_CSV_V1
SYN-SALE-000346,SALE,北京市西城区5室3厅西北向精装房,北京市,西城区,天通苑北苑,环城路90号,1054.72,64378.8,,163.83,5,3,5室3厅,NORTHWEST,低楼层/共8层,LOW,8,REFINED,公交线路较多，生活配套完善,2026-06-13,SYNTHETIC_CSV_V1
SYN-SALE-000347,SALE,北京市东城区2室2厅西北向简装房,北京市,东城区,曙光花园,学府路176号,1022.14,137717.16,,74.22,2,2,2室2厅,NORTHWEST,高楼层/共24层,HIGH,24,SIMPLE,靠近医院，生活便利,2024-04-09,SYNTHETIC_CSV_V1
SYN-SALE-000348,SALE,北京市石景山区2室1厅南向简装房,北京市,石景山区,云栖花园,朝阳街102号,709.66,89142.24,,79.61,2,1,2室1厅,SOUTH,中楼层/共42层,MIDDLE,42,SIMPLE,公交线路较多，生活配套完善,2025-10-17,SYNTHETIC_CSV_V1
SYN-SALE-000349,SALE,北京市东城区1室1厅多面采光精装房,北京市,东城区,北京城建琨廷,长安街159号,294.18,94622.89,,31.09,1,1,1室1厅,MULTIPLE,低楼层/共14层,LOW,14,REFINED,公园环绕，环境优美,2025-02-04,SYNTHETIC_CSV_V1
SYN-SALE-000350,SALE,北京市海淀区3室2厅东南向其他装修房,北京市,海淀区,珠江罗马嘉园,解放路35号,759.26,67387.83,,112.67,3,2,3室2厅,SOUTHEAST,低楼层/共36层,LOW,36,OTHER,靠近产业园，通勤方便,2024-04-01,SYNTHETIC_CSV_V1
SYN-SALE-000351,SALE,北京市大兴区2室2厅多面采光简装房,北京市,大兴区,北苑家园,,469.57,48559.2,,96.70,2,2,2室2厅,MULTIPLE,高楼层/共25层,HIGH,25,SIMPLE,临近商圈，购物便利,2026-07-11,SYNTHETIC_CSV_V1
SYN-SALE-000352,SALE,北京市顺义区3室1厅南向精装房,北京市,顺义区,京贸国际城,,456.59,39991.91,,114.17,3,1,3室1厅,SOUTH,中楼层/共23层,MIDDLE,23,REFINED,靠近产业园，通勤方便,2024-01-15,SYNTHETIC_CSV_V1
SYN-SALE-000353,SALE,北京市西城区3室2厅南向精装房,北京市,西城区,首城国际,锦绣路6号,786.7,61307.42,,128.32,3,2,3室2厅,SOUTH,高楼层/共21层,HIGH,21,REFINED,靠近产业园，通勤方便,2025-06-12,SYNTHETIC_CSV_V1
SYN-SALE-000354,SALE,北京市丰台区3室2厅北向精装房,北京市,丰台区,翠微嘉园,开发区大道122号,918.07,82560.44,,111.20,3,2,3室2厅,NORTH,高楼层/共14层,HIGH,14,REFINED,临近商圈，购物便利,2025-02-07,SYNTHETIC_CSV_V1
SYN-SALE-000355,SALE,北京市东城区3室2厅西南向精装房,北京市,东城区,矩阵小区,锦绣路98号,1536.64,112747.69,,136.29,3,2,3室2厅,SOUTHWEST,中楼层/共7层,MIDDLE,7,REFINED,公园环绕，环境优美,2025-07-22,SYNTHETIC_CSV_V1
SYN-SALE-000356,SALE,北京市大兴区5室3厅东南向简装房,北京市,大兴区,云栖花园,花园路23号,843.5,44554.42,,189.32,5,3,5室3厅,SOUTHEAST,中楼层/共16层,MIDDLE,16,SIMPLE,地铁口步行可达，交通便捷,2024-06-29,SYNTHETIC_CSV_V1
